what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838169969
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.undo",1352838178803
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.file.save",1352838189573
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838201619
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838416605
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.paste",1352838417588
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838421741
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838422008
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.select.wordPrevious",1352838432006
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.copy",1352838433144
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.paste",1352838436062
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838439517
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838441002
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.paste",1352838442759
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838446372
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1352838446645
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.select.wordNext",1352838452685
executed,command,org.eclipse.ui,3.103.0.v20120521-2329,"org.eclipse.ui.edit.paste",1352838453533
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.wordNext",1352838454313
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.wordNext",1352838454520
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.goto.wordNext",1352838454734
executed,command,org.eclipse.ui.workbench.texteditor,3.8.0.v20120523-1310,"org.eclipse.ui.edit.text.select.wordNext",1352838455357
